StartTime,DiscoveryTime,Name,Address,Type,BondState,BtClass
1485837366249,1485837370745,3_6.0,A0:32:99:10:78:F5,1,10,524
1485837366249,1485837370811,040_5.1.1x,38:A4:ED:E8:17:1C,1,10,524
1485837366249,1485837371267,037_iOS,60:A3:7D:14:40:42,1,10,524
1485837366249,1485837372012,010_6.0.1,D8:3C:69:34:9F:E1,1,10,524
1485837366249,1485837372426,044_6.0.1,AC:C1:EE:B1:CF:C8,1,10,524
1485837366249,1485837372762,32_4.4.4,EC:88:92:CB:02:C3,1,10,524
1485837366249,1485837373316,023_5.1,40:78:6A:B2:97:F9,1,10,524
1485837366249,1485837373349,016_6.0,A4:70:D6:4D:CD:B8,1,10,524
1485837366249,1485837373445,42_4.2.2,4C:21:D0:CB:C8:E0,3,10,524
1485837366249,1485837374302,019_6.0.1X,78:02:F8:89:D6:FE,1,10,524
1485837366249,1485837374400,048_Gingerbread,D4:87:D8:B7:98:19,1,10,524
1485837366249,1485837375065,51_6.0.1,B4:EF:FA:93:BF:FF,1,10,524
1485837366249,1485837375084,036_6.0.1X,64:09:80:CE:1E:A7,1,10,524
1485837366249,1485837375977,25_6.01,28:BA:B5:BA:2A:E2,1,10,524
1485837366249,1485837376467,015_7.0,88:79:7E:7B:6D:00,1,10,524
1485837366249,1485837376613,026_7.1.1,C4:43:8F:71:8D:47,1,10,524
1485837366249,1485837376868,012_7.0,94:65:2D:00:6C:48,1,10,524
1485837366249,1485837376936,041_6.0.1x,38:A4:ED:CD:54:48,1,10,524
1485837366249,1485837377642,001_7.1.1,64:BC:0C:F7:7E:EE,1,10,524
1485837366249,1485837378266,001_7.1.1,64:BC:0C:F7:7E:EE,1,10,524
1485837378908,1485837378985,040_5.1.1x,38:A4:ED:E8:17:1C,1,10,524
1485837378908,1485837379052,028_5.0.2,58:44:98:B4:0E:C5,1,10,524
1485837378908,1485837379116,039_5.0,AC:9E:17:02:C9:57,1,10,524
1485837378908,1485837379134,036_6.0.1X,64:09:80:CE:1E:A7,1,10,524
1485837378908,1485837379189,32_4.4.4,EC:88:92:CB:02:C3,1,10,524
1485837378908,1485837380360,42_4.2.2,4C:21:D0:CB:C8:E0,3,10,7936
1485837378908,1485837380406,048_Gingerbread,D4:87:D8:B7:98:19,1,10,524
1485837378908,1485837380492,3_6.0,A0:32:99:10:78:F5,1,10,524
1485837378908,1485837380523,007_6.0.1X,74:23:44:33:EE:1E,1,10,524
1485837378908,1485837380541,048_Gingerbread,D4:87:D8:B7:98:19,1,10,524
1485837378908,1485837380603,010_6.0.1,D8:3C:69:34:9F:E1,1,10,524
1485837378908,1485837380731,010_4.2,14:F6:5A:6D:92:52,1,10,524
1485837378908,1485837380756,024_6.0.x,74:23:44:3A:F3:EE,1,10,524
1485837378908,1485837380884,044_6.0.1,AC:C1:EE:B1:CF:C8,1,10,524
1485837378908,1485837381167,021_5.1,34:BB:26:6B:61:59,1,10,524
1485837378908,1485837381202,022_7.0,C0:EE:FB:DD:22:99,1,10,524
1485837378908,1485837381328,5_lollipop,00:EE:BD:2A:BF:43,1,10,524
1485837378908,1485837381508,034_601,30:5A:3A:BC:8B:42,1,10,524
1485837378908,1485837381750,033_5.1.1,A0:E4:53:D0:70:55,1,10,524
1485837378908,1485837381814,016_6.0,A4:70:D6:4D:CD:B8,1,10,524
1485837378908,1485837381855,31_6.0,54:27:58:B9:BD:C5,1,10,524
1485837378908,1485837381878,001_7.1.1,64:BC:0C:F7:7E:EE,1,10,524
1485837378908,1485837381911,015_7.0,88:79:7E:7B:6D:00,1,10,524
1485837378908,1485837382090,L28T_00082,20:91:48:43:4C:35,2,10,7936
1485837378908,1485837382199,Pulzz.D4F3,D9:D4:4C:F1:D4:F3,2,10,7936
1485837378908,1485837382832,18_6.0.1,C0:EE:FB:30:73:F7,1,10,524
1485837378908,1485837382870,019_6.0.1X,78:02:F8:89:D6:FE,1,10,524
1485837378908,1485837382956,023_5.1,40:78:6A:B2:97:F9,1,10,524
1485837378908,1485837383740,51_6.0.1,B4:EF:FA:93:BF:FF,1,10,524
1485837378908,1485837383820,51_6.0.1,B4:EF:FA:93:BF:FF,1,10,524
1485837378908,1485837383915,009_6.0.1X,64:CC:2E:B0:9F:6D,1,10,524
1485837378908,1485837383973,045_6.0.1,B4:EF:FA:51:22:BD,1,10,524
1485837378908,1485837384897,004_7.0,C0:EE:FB:EC:91:5D,1,10,524
1485837378908,1485837385716,011_5.1.1.X,B0:E2:35:5F:58:14,1,10,524
1485837378908,1485837386142,012_7.0,94:65:2D:00:6C:48,1,10,524
1485837378908,1485837386154,026_7.1.1,C4:43:8F:71:8D:47,1,10,524
1485837378908,1485837386648,037_iOS,60:A3:7D:14:40:42,1,10,524
1485837378908,1485837386880,014_6.0.1,C0:EE:FB:3C:02:99,1,10,524
1485837378908,1485837387216,014_6.0.1,C0:EE:FB:3C:02:99,1,10,524
1485837378908,1485837387824,041_6.0.1x,38:A4:ED:CD:54:48,1,10,524
1485837378908,1485837388257,42_4.2.2,4C:21:D0:CB:C8:E0,3,10,524
1485837378908,1485837388784,008_6.0.1X,78:02:F8:CB:D4:0E,1,10,524
1485837378908,1485837390059,25_6.01,28:BA:B5:BA:2A:E2,1,10,524
1485837394455,1485837394493,019_6.0.1X,78:02:F8:89:D6:FE,1,10,524
1485837394455,1485837394517,010_4.2,14:F6:5A:6D:92:52,1,10,524
1485837394455,1485837394551,041_6.0.1x,38:A4:ED:CD:54:48,1,10,524
1485837394455,1485837394700,021_5.1,34:BB:26:6B:61:59,1,10,524
1485837394455,1485837394857,3_6.0,A0:32:99:10:78:F5,1,10,524
1485837394455,1485837394921,010_6.0.1,D8:3C:69:34:9F:E1,1,10,524
1485837394455,1485837394948,037_iOS,60:A3:7D:14:40:42,1,10,524
1485837394455,1485837394971,048_Gingerbread,D4:87:D8:B7:98:19,1,10,524
1485837394455,1485837395466,026_7.1.1,C4:43:8F:71:8D:47,1,10,524
1485837394455,1485837395605,011_5.1.1.X,B0:E2:35:5F:58:14,1,10,524
1485837394455,1485837395653,014_6.0.1,C0:EE:FB:3C:02:99,1,10,524
1485837394455,1485837395680,014_6.0.1,C0:EE:FB:3C:02:99,1,10,524
1485837394455,1485837395791,004_7.0,C0:EE:FB:EC:91:5D,1,10,524
1485837394455,1485837396065,42_4.2.2,4C:21:D0:CB:C8:E0,3,10,7936
1485837394455,1485837396104,25_6.01,28:BA:B5:BA:2A:E2,1,10,524
1485837394455,1485837396167,001_7.1.1,64:BC:0C:F7:7E:EE,1,10,524
1485837394455,1485837396192,51_6.0.1,B4:EF:FA:93:BF:FF,1,10,524
1485837394455,1485837396874,Pulzz.D4F3,D9:D4:4C:F1:D4:F3,2,10,7936
1485837394455,1485837396911,040_5.1.1x,38:A4:ED:E8:17:1C,1,10,524
1485837394455,1485837397104,036_6.0.1X,64:09:80:CE:1E:A7,1,10,524
